,in_strength_1,in_strength_2,out_strength_1,out_strength_2,in_out_strength_1,in_out_strength_2,motif_4_1,motif_4_2,motif_5_1,motif_5_2,motif_6_1,motif_6_2,motif_7_1,motif_7_2,motif_8_1,motif_8_2,motif_9_1,motif_9_2,motif_10_1,motif_10_2,motif_11_1,motif_11_2,motif_12_1,motif_12_2,motif_13_1,motif_13_2,motif_14_1,motif_14_2,motif_15_1,motif_15_2,motif_16_1,motif_16_2,NetEMD_upper_1,NetEMD_upper_2,NetEMD_lower_1,NetEMD_lower_2,NetEMD_comb_1,NetEMD_comb_2,NetEMD_rw_1,NetEMD_rw_2,gaw_score,gaw10_score,gaw20_score,degree_std,first_density,second_density,third_density,small_community,first_strength,second_strength,upper_ipr_1,upper_exp_1,upper_ipr_2,upper_exp_2,upper_ipr_3,upper_exp_3,upper_ipr_4,upper_exp_4,upper_ipr90,upper_abs90,upper_sign_stat_1,upper_sign_stat_2,upper_sign_equal_1,upper_sign_equal_2,upper_absolute_value,lower_ipr_1,lower_exp_1,lower_ipr_2,lower_exp_2,lower_ipr_3,lower_exp_3,lower_ipr_4,lower_exp_4,lower_ipr90,lower_abs90,lower_sign_stat_1,lower_sign_stat_2,lower_sign_equal_1,lower_sign_equal_2,lower_absolute_value,comb_ipr_1,comb_exp_1,comb_ipr_2,comb_exp_2,comb_ipr_3,comb_exp_3,comb_ipr_4,comb_exp_4,comb_ipr90,comb_abs90,comb_sign_stat_1,comb_sign_stat_2,comb_sign_equal_1,comb_sign_equal_2,comb_absolute_value,rw_ipr_1,rw_exp_1,rw_ipr_2,rw_exp_2,rw_ipr_3,rw_exp_3,rw_ipr_4,rw_exp_4,rw_ipr90,rw_abs90,rw_sign_stat_1,rw_sign_stat_2,rw_sign_equal_1,rw_sign_equal_2,rw_absolute_value,path_2,path_3,path_4,path_5,path_6,path_7,path_8,path_9,path_11,path_12,path_13,path_14,path_15,path_16,path_17,path_18,path_19,path_20,path_10,type
0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2775913985417253,2.0778442485014232,0.026639028826941323,2.1723125949820874,0,1.494501158339449,0.019160271260762165,26.311009471021798,40.98579750765305,0.0,0.0,0.0,0.0,0.0,0.0,29.7074703933549,44.1623072205086,23.598870171501503,0.3075449230746042,0.0,0.0,1.2848653568401527,26.10924274509152,39.55919238473067,0.0,0.0,0.0,0.0,0.0,0.0,26.8158854275593,43.58005028590632,17.089682932190236,0.22385155012066535,0.0,0.0,1.3462066529188608,15.99798097527237,21.02353187315009,0.0,0.0,0.0,0.0,2.1723530846313888,2.3562151202524126,6.754743395667944,41.31003968050905,15.923467551412678,0.2114104843554759,0.0,0.0,1.0036598787561262,31.77553720655859,40.20586110692281,0.0,0.0,0.0,0.0,0.0,0.0,27.519043191017587,43.92825946823718,23.17014022482998,0.30140818811490266,0.0,0.0,1.2143143221121757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6909473267228996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.915564932533869,1.4617889198729963,0.009876952161304029,0.0,0,1.1751163382274346,0.007939975258293477,28.56316130387521,42.52752517044923,0.0,0.0,0.0,0.0,0.0,0.0,30.584245925181428,45.83074505563513,25.96004901215832,0.3307230397675642,0.0,0.0,1.3193424573349273,34.55777639734808,42.00501523071881,0.0,0.0,0.0,0.0,0.0,0.0,24.242047062083547,44.356144424717975,17.569311278768136,0.2267591868545561,0.0,0.0,1.0117503565301629,33.21829628759985,26.141007255351276,0.0,0.0,0.0,0.0,3.1195157521108237,2.2235563520537385,7.615867591484983,39.586176794404366,27.595334853805205,0.3782791369832329,0.0,0.0,3.007408323852871,30.950254391612354,42.12890824582785,0.0,0.0,0.0,0.0,0.0,0.0,34.135509709593656,44.62362431624229,17.526370594493123,0.2241069455119931,0.0,0.0,1.6711656032713273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7345516995299407,1.738056152445888,0.017735266861692734,0.4340434824009248,0,1.323172319371355,0.013501758360932193,24.170185817431967,26.134811940104843,0.0,0.0,0.0,0.0,0.0,0.0,21.377132965959067,31.717686885009154,16.12206053803322,0.22275472077088948,0.0,0.0,1.7511649688121957,36.74347357128319,33.3602416772542,0.0,0.0,0.0,0.0,8.0,5.491809508096608,18.017212567065584,31.493203036556274,10.9177623921689,0.1537470730889791,0.0,0.0,1.2125730972162923,22.42951819745184,20.842024194630415,0.0,0.0,0.0,0.0,0.0,0.0,4.177440847317428,22.320221006149453,14.805633290446288,0.2306090642365953,0.0,0.0,2.256766529485406,41.939440105415436,41.101645740143496,0.0,0.0,0.0,0.0,0.0,0.0,8.090073752736497,21.31038256400202,12.802569729366704,0.2377109219340394,0.0,0.0,1.21573110447445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8040607810034491,1.5637890046976608,0.012713731745509438,0.0,0,1.2615193275932868,0.01025625469588038,0.0,0.0,0.0,0.0,0.0,1.9043952703271632,0.0,1.681751317567664,0.0,0.0,0.0,0.0,0.0,0.0,2.060773855576976,0.0,0.0,0.0,0.0,0.0,0.0,3.01823100840771,2.5655820295273815,0.0,0.0,0.0,0.0,0.0,0.0,1.5616031963365176,2.3364364170064436,2.738570561555752,0.0,0.0,0.0,0.0,4.808657997608926,2.9819247880815785,0.0,0.0,0.0,0.0,0.0,0.0,1.064314366104528,0.0,0.0,1.801737752349066,2.2558231355725664,3.558255964231514,5.680119811846636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7375116055239295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10100538401619191,1.4617889198729963,0.009876952161304029,0.0,0,1.1751163382274346,0.007939975258293477,28.56316130387521,42.52752517044923,0.0,0.0,0.0,0.0,0.0,0.0,30.584245925181428,45.83074505563513,22.0077892654243,0.28303728400936057,0.0,0.0,1.5042299623877098,34.55777639734808,42.00501523071881,0.0,0.0,0.0,0.0,0.0,0.0,24.242047062083547,44.356144424717975,14.814518047607418,0.1895790908243843,0.0,0.0,1.357499136289479,33.21829628759985,26.141007255351276,0.0,0.0,0.0,0.0,3.1195157521108237,2.2235563520537385,7.615867591484983,39.586176794404366,21.08054391185182,0.2929666901671286,0.0,0.0,1.0660282422291125,30.950254391612354,42.12890824582785,0.0,0.0,0.0,0.0,0.0,0.0,34.135509709593656,44.62362431624229,17.328279344407576,0.22391264362370658,0.0,0.0,1.4993724720086807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.46303185002404834,1.292891440235836,0.006337703138410961,0.0,0,1.1249216690104136,0.005514321906913792,28.56316130387521,42.52752517044923,0.0,0.0,0.0,0.0,0.0,0.0,30.584245925181428,45.83074505563513,20.41059210830887,0.2658828465205773,0.0,0.0,1.3039513133449392,34.55777639734808,42.00501523071881,0.0,0.0,0.0,0.0,0.0,0.0,24.242047062083547,44.356144424717975,15.326626018438938,0.19899203470375842,0.0,0.0,1.000724301078205,33.21829628759985,26.141007255351276,0.0,0.0,0.0,0.0,3.1195157521108237,2.2235563520537385,7.615867591484983,39.586176794404366,14.02993542898081,0.1915782717279553,0.0,0.0,1.3218147198463475,30.950254391612354,42.12890824582785,0.0,0.0,0.0,0.0,0.0,0.0,34.135509709593656,44.62362431624229,24.01496778264371,0.31067537620749136,0.0,0.0,1.2466672440970614,0.0,0.0,0.0,0.0,0.24370995410988158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5491112480476177,1.738056152445888,0.017735266861692734,0.4340434824009248,0,1.323172319371355,0.013501758360932193,24.170185817431967,26.134811940104843,0.0,0.0,0.0,0.0,0.0,0.0,21.377132965959067,31.717686885009154,8.924820427440117,0.12322888048072532,0.0,0.0,1.489556967032042,36.74347357128319,33.3602416772542,0.0,0.0,0.0,0.0,8.0,5.491809508096608,18.017212567065584,31.493203036556274,17.296313331257384,0.24757221343117883,0.0,0.0,1.2026238176893767,22.42951819745184,20.842024194630415,0.0,0.0,0.0,0.0,0.0,0.0,4.177440847317428,22.320221006149453,10.105545883662785,0.15140740589611767,0.0,0.0,1.1467044656708374,41.939440105415436,41.101645740143496,0.0,0.0,0.0,0.0,0.0,0.0,8.090073752736497,21.31038256400202,14.658627774136042,0.2051967077779534,0.0,0.0,1.4904442336635397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03588958048812539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19151200051815603,1.292891440235836,0.006337703138410961,0.0,0,1.1249216690104136,0.005514321906913792,26.311009471021798,40.98579750765305,0.0,0.0,0.0,0.0,0.0,0.0,29.7074703933549,44.1623072205086,21.691452762826188,0.28462011854591174,0.0,0.0,1.0188021174895376,26.10924274509152,39.55919238473067,0.0,0.0,0.0,0.0,0.0,0.0,26.8158854275593,43.58005028590632,19.852014035445855,0.26644197118441015,0.0,0.0,1.41656293087257,15.99798097527237,21.02353187315009,0.0,0.0,0.0,0.0,2.1723530846313888,2.3562151202524126,6.754743395667944,41.31003968050905,12.105328840109898,0.15683967816190297,0.0,0.0,0.5241039491081587,31.77553720655859,40.20586110692281,0.0,0.0,0.0,0.0,0.0,0.0,27.519043191017587,43.92825946823718,24.687176897931337,0.3187098312418116,0.0,0.0,1.0538139465813503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5535384665260125,1.4617889198729963,0.009876952161304029,0.0,0,1.1751163382274346,0.007939975258293477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7481699193449238,0.0,0.0,0.0,1.8905252194792115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8601729133529497,0.0,0.0,0.0,1.7196545017869511,3.711117966364537,6.721538639866273,0.0,0.0,1.6488200237443462,0.0,0.0,0.0,0.0,0.0,1.3609495256906405,0.0,0.0,0.0,3.8957176555858464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.217203848694591,0.0,0.0,0.0,0.0,0.0,0.09103656045905129,0.0,0.4844925117163306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2565938635132696,1.4902134428860097,0.012315813577570328,0.0,0,1.293517222717573,0.010690224981136968,0.0,0.0,0.0,1.9514125498846253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4898695290989155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9690218660868286,0.0,0.0,0.0,0.0,0.0,0.0,1.5970224773157142,0.0,0.0,1.9145041616879683,2.5702990322321235,0.0,0.0,0.0,5.681573656385491,3.574349475132548,0.0,0.0,0.0,0.0,0.0,1.9966674304407896,2.1479314538147083,0.0,5.830601902993124,6.010920071212588,0.0,0.0,2.055654690151517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9181284886749632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
