,type,in_strength_1,in_strength_2,out_strength_1,out_strength_2,in_out_strength_1,in_out_strength_2,motif_4_1,motif_4_2,motif_5_1,motif_5_2,motif_6_1,motif_6_2,motif_7_1,motif_7_2,motif_8_1,motif_8_2,motif_9_1,motif_9_2,motif_10_1,motif_10_2,motif_11_1,motif_11_2,motif_12_1,motif_12_2,motif_13_1,motif_13_2,motif_14_1,motif_14_2,motif_15_1,motif_15_2,motif_16_1,motif_16_2,NetEMD_upper_1,NetEMD_upper_2,NetEMD_lower_1,NetEMD_lower_2,NetEMD_comb_1,NetEMD_comb_2,NetEMD_rw_1,NetEMD_rw_2,gaw_score,gaw10_score,gaw20_score,degree_std,first_density,second_density,third_density,small_community,first_strength,second_strength,upper_ipr_1,upper_exp_1,upper_ipr_2,upper_exp_2,upper_ipr_3,upper_exp_3,upper_ipr_4,upper_exp_4,upper_ipr90,upper_abs90,upper_sign_stat_1,upper_sign_stat_2,upper_sign_equal_1,upper_sign_equal_2,upper_absolute_value,lower_ipr_1,lower_exp_1,lower_ipr_2,lower_exp_2,lower_ipr_3,lower_exp_3,lower_ipr_4,lower_exp_4,lower_ipr90,lower_abs90,lower_sign_stat_1,lower_sign_stat_2,lower_sign_equal_1,lower_sign_equal_2,lower_absolute_value,comb_ipr_1,comb_exp_1,comb_ipr_2,comb_exp_2,comb_ipr_3,comb_exp_3,comb_ipr_4,comb_exp_4,comb_ipr90,comb_abs90,comb_sign_stat_1,comb_sign_stat_2,comb_sign_equal_1,comb_sign_equal_2,comb_absolute_value,rw_ipr_1,rw_exp_1,rw_ipr_2,rw_exp_2,rw_ipr_3,rw_exp_3,rw_ipr_4,rw_exp_4,rw_ipr90,rw_abs90,rw_sign_stat_1,rw_sign_stat_2,rw_sign_equal_1,rw_sign_equal_2,rw_absolute_value,path_2,path_3,path_4,path_5,path_6,path_7,path_8,path_9,path_10,path_11,path_12,path_13,path_14,path_15,path_16,path_17,path_18,path_20,path_19
0,star,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024067582065392078,1.0082603450838379,0.001193207508974956,0.0,0,1.0079890875825253,0.0011928864941805034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.886573178749124,0.0,0.0,0.0,0.0,0.0,1.716594371669582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1500633871757653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.126507485112896,2.132538656295533,0.0,0.0,0.0,0.0,1.0772355733419896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.296268813682386,0.0,0.0,0.0,0.0,0.0,1.1767344406522884,0.0,0.0,0.0,0.0,0.0,0.0,0.37565575673584733,0.0,0.0,0.0,0.0,1.4557365876651323,0.40351066858045526,0.0,0.0,0.0,0.1511659945465662,0.0,0.0
1,path,0,2.128045234184983,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.128045234184983,0.0,0.0,0.0,0.0,0.0,2.1349803967901284,2.2367698172634087,1.6776806447805699,6.782467925160258,0.1784859980305331,8.0,0,2.4628518652475333,0.06481189119072456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7210422775483007,0.0,0.0,0.0,0.0,0.0,0.0,1.4554702270029287,0.0,0.0,0.0,0.0,0.0,0.0,2.5454578045853427,2.895618877361231,0.0,0.0,0.0,0.0,0.0,0.0,2.0621712838587536,3.9866620106164325,2.1977757462450724,0.0,0.0,0.0,0.0,8.226587996820356,7.115774499390837,1.7115928580081896,0.0,0.0,0.0,0.0,0.0,0.9851500547924722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.393037863879259,0.0,0.0,0.0,0.0,0.0,0.0,0.8721747960384013,0.0,0.0,0.10998592852736086,0.7416793127103903,0.1850090478795686,0.0,0.0,0.2934414538240663,0.0,0.1646751007698339,0.0,0.0
2,path,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7533882507136616,25.227909795701912,0.6306977448925478,8.0,0,2.708896273088667,0.06772240682721667,0.0,0.0,4.584188302824321,7.858640121558434,0.0,0.0,4.583150163557741,3.4566920415977576,0.0,0.0,0.0,0.0,0.0,0.0,1.830843324564745,0.0,0.0,2.579304134496447,2.5323463932401378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3225354955773603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5004391457879285,0.0,0.0,2.0065934183816116,3.202240786972603,3.3732995580673633,4.195236846641265,3.645268302436926,2.015007801751868,0.0,0.0,0.0,0.0,0.0,0.0,1.7007136557409956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3542503581149639,0.0,0.3047563545953949,0.0028262959988465293,0.044530886773461224,0.4953543249087391,0.0,0.13532349165026347,0.0,0.40004253694818975,0.0,0.0
19,tree,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3887279163895268,25.227909795701912,0.6306977448925478,8.0,0,2.708896273088667,0.06772240682721667,0.0,0.0,11.541655823279106,11.271100420431914,10.304194326468384,11.346393938683736,4.60748457330308,2.0069487919136626,0.0,0.0,0.0,0.0,0.0,0.0,2.8916935695941515,0.0,0.0,8.0,7.841812480000223,0.0,0.0,1.9677228472504453,2.1162204158465947,0.0,0.0,0.0,0.0,0.0,0.0,1.2997049877195468,0.0,0.0,26.680024497311457,29.797458216807733,8.0,9.92276669783502,14.625039345089576,12.466958567432606,0.0,0.0,0.0,0.0,0.0,0.0,3.4802574347896176,0.0,0.0,9.69394950127636,9.509774160727606,0.0,2.4723512799446725,3.419734435283745,4.225551337943817,0.0,0.0,0.0,0.0,0.0,0.0,1.9281943085012272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0044809495669214,0.0,0.0,0.36448677816791497,0.5142762796631785,0.0,0.35683743053188266,0.0,0.0,0.18206531700479847,0.0,0.0
25,ring,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3611554745872194,25.227909795701912,0.45049838920896274,8.0,0,2.709147220428355,0.04837762893622062,0.0,0.0,4.584188302824321,7.858640121558434,0.0,0.0,4.583150163557741,3.4566920415977576,0.0,0.0,0.0,0.0,0.0,0.0,1.729067972636052,0.0,0.0,2.579304134496447,2.5323463932401378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7182559086815938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.10122092695084,0.0,0.0,2.0065934183816116,3.202240786972603,3.3732995580673633,4.195236846641265,3.645268302436926,2.015007801751868,0.0,0.0,0.0,0.0,0.0,0.0,1.820919386425937,0.9692643961595611,0.0,0.0,0.0,0.0,0.0,0.12271167298372367,0.0,0.0,0.5254437695603349,0.5148789283501366,0.786245775925596,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,tree,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9880202156686557,2.4997037324208313,2.0429178263597794,1.7992340895552816,25.227909795701912,0.6306977448925478,8.0,0,2.708896273088667,0.06772240682721667,6.474660347582428,3.673910670883311,0.0,0.0,0.0,0.0,0.0,0.0,20.944346207706925,1.7288101974822125,0.0,0.0,0.0,0.0,0.9984848615264192,10.873090905634083,9.318708639964436,0.0,0.0,0.0,0.0,0.0,0.0,9.184109768328106,0.0,0.0,0.0,0.0,0.0,1.1784485357831052,7.570170987766673,5.467729993155341,0.0,0.0,7.1108239897980265,6.64861853134189,0.0,0.0,6.753812938159587,1.681188686322424,1.7796215749177526,0.031221431138907938,0.0,0.0,1.0576470674701144,6.665593407324102,3.9510523840488823,0.0,0.0,0.0,0.0,0.0,0.0,7.473928852015441,0.0,1.8573721916230927,0.03258547704601917,0.0,0.0,1.4539200981578633,0.0,0.0,0.0,0.0,0.0,0.07861792082077432,0.841011206783028,0.0,0.0,0.27999143393131637,0.7863784079349175,1.4792314069317158,0.808690346016667,0.27637421328968975,0.0,0.19168036368835,0.0,0.20907872066846941,0.0
49,ring,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5102813611642384,25.227909795701912,0.45049838920896274,8.0,0,2.709147220428355,0.04837762893622062,0.0,0.0,11.541655823279106,11.271100420431914,10.304194326468384,11.346393938683736,4.60748457330308,2.0069487919136626,0.0,0.0,0.0,0.0,0.0,0.0,1.6305964420378847,0.0,0.0,8.0,7.841812480000223,0.0,0.0,1.9677228472504453,2.1162204158465947,0.0,0.0,0.0,0.0,0.0,0.0,1.695492561655547,0.0,0.0,26.680024497311457,29.797458216807733,8.0,9.92276669783502,14.625039345089576,12.466958567432606,0.0,0.0,0.0,0.0,0.0,0.0,1.0727121805263,0.0,0.0,9.69394950127636,9.509774160727606,0.0,2.4723512799446725,3.419734435283745,4.225551337943817,0.0,0.0,0.0,0.0,0.0,0.0,1.4043458465138214,1.65150419356315,0.0,0.0,0.0,0.0,0.5843333896282377,0.0,0.2965981527110722,0.0,0.9767407258149893,0.0,1.3452200437987827,0.8795231242745368,0.0,0.2589628144083559,0.24734648007675672,0.0,0.0,0.0
57,star,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0974858627093195,6.782467925160258,0.1784859980305331,8.0,0,2.4628518652475333,0.06481189119072456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7210422775483007,0.0,0.0,0.0,0.0,0.0,0.0,1.5918959399070847,0.0,0.0,0.0,0.0,0.0,0.0,2.5454578045853427,2.895618877361231,0.0,0.0,0.0,0.0,0.0,0.0,2.158796789992198,3.9866620106164325,2.1977757462450724,0.0,0.0,0.0,0.0,8.226587996820356,7.115774499390837,1.7115928580081896,0.0,0.0,0.0,0.0,0.0,0.8106275529608143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8181593370647062,0.0,0.15257501338021756,0.0,0.0,0.0,0.0,0.2577640180376559,0.0,0.0,0.13687994711301452,0.5777654508335383,1.0205911920847541,0.0,0.0,0.09959017994482053,0.017799689411948167,0.44461760211100526,0.0,0.02522973706582494
64,ring,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0778210576780194,2.128045234184983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4621461970334542,8.889834880390199,0.42332547049477137,8.0,0,2.473842648227313,0.11780203086796728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.886573178749124,0.0,0.0,0.0,0.0,0.0,1.4940350803826075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9691846657973913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.126507485112896,2.132538656295533,0.0,0.0,0.0,0.0,1.8784983971899571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.296268813682386,0.0,0.0,0.0,0.0,0.0,1.218441670675786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08966617045568907,0.0,0.0,0.048699489116077396,0.893796140689423,0.0,0.04968067560978236,0.07522788654210041,0.21692534251776166,0.1821392332280872,0.0,0.0
78,ring,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34059275225874264,25.227909795701912,0.45049838920896274,8.0,0,2.709147220428355,0.04837762893622062,6.474660347582428,3.673910670883311,0.0,0.0,0.0,0.0,0.0,0.0,20.944346207706925,1.7288101974822125,0.0,0.0,0.0,0.0,1.3917144897989853,10.873090905634083,9.318708639964436,0.0,0.0,0.0,0.0,0.0,0.0,9.184109768328106,0.0,0.0,0.0,0.0,0.0,1.3301009126387218,7.570170987766673,5.467729993155341,0.0,0.0,7.1108239897980265,6.64861853134189,0.0,0.0,6.753812938159587,1.681188686322424,0.0,0.0,0.0,0.0,0.9075811000528751,6.665593407324102,3.9510523840488823,0.0,0.0,0.0,0.0,0.0,0.0,7.473928852015441,0.0,0.0,0.0,0.0,0.0,1.1948602635321184,0.0,0.0,0.0,0.0,0.0,0.0,0.38283335434995586,0.0,0.0,0.3017509557177621,0.339484149221395,0.6441078420355993,0.0,0.0,0.6059202624495295,0.0,0.0,0.0,0.0
